,test_C00,test_C01,test_C10,test_C11,train_C00,train_C01,train_C10,train_C11,valid_C00,valid_C01,valid_C10,valid_C11
0,90,0,59,0,290,0,290,0,72,0,47,0
1,90,0,58,1,290,0,290,0,72,0,47,0
2,0,90,0,59,0,289,0,289,0,73,0,47
3,0,90,1,58,0,290,0,290,0,72,0,47
4,90,0,59,0,289,0,289,0,73,0,47,0
